Restaurant ID,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
53,Amber,New Delhi,Connaught Place,77.2208907,28.6301966,"North Indian, Chinese, Mughlai",1800,Yes,Yes,3,2.6,152
55,Berco's,New Delhi,Connaught Place,77.2172977,28.6324521,"Chinese, Thai",1100,Yes,Yes,3,3.9,2639
60,Colonel's Kababz,New Delhi,Defence Colony,77.2305911,28.5740362,"North Indian, Mughlai",900,Yes,No,2,3.2,600
64,Diva - The Italian Restaurant,New Delhi,Greater Kailash (GK) 2,77.2431861,28.5342023,Italian,2500,Yes,Yes,4,3.8,372
65,Drums of Heaven,New Delhi,Green Park,77.2059342,28.5580181,"Chinese, Seafood, Thai",1800,Yes,Yes,3,3.5,234
66,Embassy,New Delhi,Connaught Place,77.2210029,28.6336789,"North Indian, Continental, European",2000,Yes,Yes,4,3.5,706
67,Fa Yian,New Delhi,Connaught Place,77.2172977,28.6328105,Chinese,1200,Yes,No,3,4,412
69,Chungwa,New Delhi,Greater Kailash (GK) 2,77.2431379,28.5339137,"Chinese, Thai, Seafood",1100,Yes,Yes,3,3.3,489
73,Ichiban,New Delhi,Pandara Road Market,77.2297892,28.6080707,"Chinese, Thai, Japanese",1200,Yes,Yes,3,3.9,768
89,Naivedyam,New Delhi,Hauz Khas Village,77.1952749,28.555157,South Indian,500,No,Yes,2,4.2,1627
93,Princess Garden,New Delhi,South Extension 2,77.2192289,28.5684277,"Chinese, North Indian",1200,Yes,No,3,2.7,31
103,Veg Gulati,New Delhi,Pandara Road Market,77.2298055,28.6080723,North Indian,1200,No,Yes,3,3.8,600
104,Woks - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",77.227277,28.631407,"Chinese, Seafood",4500,Yes,No,4,3.6,62
112,Lotus Pond,New Delhi,New Friends Colony,77.27047574,28.56164062,"Chinese, Seafood, Asian",1800,Yes,Yes,3,4.2,391
131,Chopsticks,New Delhi,"The Village Restaurant Complex, Khel Gaon Marg",77.2133902,28.5525438,"Chinese, Thai",1700,Yes,Yes,3,3.6,350
134,Moti Mahal Delux,New Delhi,Defence Colony,77.2301869,28.5735944,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3,3.8,130
143,Domino's Pizza,New Delhi,Connaught Place,77.2228959,28.6332312,"Pizza, Fast Food",700,No,No,2,3.7,336
147,Subway,New Delhi,Greater Kailash (GK) 1,77.234992,28.5505215,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.5,115
148,Subway,New Delhi,Nehru Place,77.251157,28.5501754,"American, Fast Food, Salad, Healthy Food",500,No,No,2,3.6,142
149,Subway,New Delhi,"The India Mall, New Friends Colony",77.2685174,28.5614696,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,1.9,146
154,Subway,New Delhi,Khan Market,77.2260104,28.5998597,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.7,188
157,Subway,Gurgaon,"DLF Galleria, DLF Phase 4",77.0814039,28.4676142,"American, Fast Food, Salad, Healthy Food",500,No,No,2,2.5,125
158,Subway,Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09308684,28.47568922,"American, Fast Food, Salad, Healthy Food",500,No,No,2,3.1,46
159,Subway,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4804762,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.3,81
166,Punjabi by Nature,Noida,Sector 18,77.32484244,28.56900605,"North Indian, Mughlai",2000,Yes,Yes,4,3.7,770
171,McDonald's,New Delhi,"Basant Lok Market, Vasant Vihar",77.16365643,28.5574864,"Fast Food, Burger",500,No,Yes,2,3.5,202
175,McDonald's,New Delhi,PVR Anupam Complex,77.20765002,28.52335409,"Fast Food, Burger",500,No,Yes,2,3.6,219
176,McDonald's,New Delhi,Punjabi Bagh,77.13317614,28.67033898,"Fast Food, Burger",500,No,Yes,2,3.7,141
177,McDonald's,New Delhi,Connaught Place,77.216411,28.6323132,"Fast Food, Burger",500,No,No,2,3.8,388
179,McDonald's,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg",77.2243586,28.5625545,"Fast Food, Burger",500,No,Yes,2,3.4,48
180,McDonald's,New Delhi,Model Town 2,77.1901224,28.7059465,"Fast Food, Burger",500,No,Yes,2,3.6,122
181,McDonald's,New Delhi,New Friends Colony,77.268936,28.5613658,"Fast Food, Burger",500,No,Yes,2,3.4,127
182,McDonald's,New Delhi,Janpath,77.21920632,28.62662923,"Fast Food, Burger",500,No,Yes,2,3.8,158
185,McDonald's,New Delhi,Janakpuri,77.0819207,28.6299374,"Fast Food, Burger",500,No,Yes,2,3.6,179
186,McDonald's,New Delhi,Rajendra Place,77.1771112,28.6426741,"Fast Food, Burger",500,No,Yes,2,3.4,91
188,McDonald's,New Delhi,Rajouri Garden,77.1207565,28.6499809,"Fast Food, Burger",500,No,Yes,2,3.7,161
189,McDonald's,New Delhi,Kashmiri Gate,77.2293337,28.6676442,"Fast Food, Burger",500,No,No,2,3.3,132
191,McDonald's,New Delhi,Rohini,77.1167902,28.7010021,"Fast Food, Burger",500,No,Yes,2,3.4,108
192,McDonald's,New Delhi,South Extension 2,77.2191601,28.5684461,"Fast Food, Burger",500,No,Yes,2,3.6,167
194,McDonald's,New Delhi,Pitampura,77.1331014,28.6893243,"Fast Food, Burger",500,No,Yes,2,3.3,58
195,McDonald's,New Delhi,"Cross River Mall, Karkardooma",77.3022802,28.657631,"Fast Food, Burger",500,No,Yes,2,3.4,77
196,McDonald's,New Delhi,Nehru Place,77.251157,28.5501754,"Fast Food, Burger",500,No,Yes,2,3.7,177
197,Domino's Pizza,New Delhi,"Aditya Mega Mall, Karkardooma",77.3016337,28.6564531,"Pizza, Fast Food",700,No,No,2,2.8,83
198,Domino's Pizza,New Delhi,Ashok Vihar Phase 3,77.1778168,28.6924171,"Pizza, Fast Food",700,No,No,2,3.2,101
199,Domino's Pizza,New Delhi,Defence Colony,77.233061,28.5661594,"Pizza, Fast Food",700,No,No,2,2.5,78
201,Domino's Pizza,New Delhi,East Patel Nagar,77.1726202,28.6453402,"Pizza, Fast Food",700,No,No,2,3.5,119
202,Domino's Pizza,New Delhi,Greater Kailash (GK) 2,77.2428374,28.5321867,"Pizza, Fast Food",700,No,No,2,3.2,138
203,Domino's Pizza,New Delhi,Green Park,77.2023408,28.5565998,"Pizza, Fast Food",700,No,No,2,2.5,238
209,Domino's Pizza,New Delhi,Malviya Nagar,77.211528,28.5363241,"Pizza, Fast Food",700,No,No,2,2.3,185
212,Domino's Pizza,New Delhi,New Friends Colony,77.2688462,28.5613573,"Pizza, Fast Food",700,No,No,2,2.8,95
213,Domino's Pizza,New Delhi,Paschim Vihar,77.1043703,28.6768613,"Pizza, Fast Food",700,No,No,2,3.2,111
214,Domino's Pizza,New Delhi,Pitampura,77.1394556,28.6992587,"Pizza, Fast Food",700,No,No,2,3.2,73
215,Domino's Pizza,New Delhi,Preet Vihar,77.2949499,28.6393333,"Pizza, Fast Food",700,No,No,2,2.8,102
216,Domino's Pizza,New Delhi,Punjabi Bagh,77.13436034,28.67114118,"Pizza, Fast Food",700,No,No,2,3.2,112
217,Domino's Pizza,New Delhi,Rajouri Garden,77.1186491,28.6471108,"Pizza, Fast Food",700,No,No,2,3.5,194
218,Domino's Pizza,New Delhi,Rohini,77.1140883,28.7348098,"Pizza, Fast Food",700,No,No,2,3.5,123
219,Domino's Pizza,New Delhi,PVR Anupam Complex,77.2075519,28.5232693,"Pizza, Fast Food",700,No,No,2,2.5,253
220,Domino's Pizza,New Delhi,Shanti Niketan Marg,77.1684077,28.5771317,"Pizza, Fast Food",700,No,No,2,2.8,85
225,Domino's Pizza,Gurgaon,DLF Cyber City,77.0890476,28.4945253,"Pizza, Fast Food",700,No,No,2,2.4,125
226,Domino's Pizza,Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09308315,28.47577587,"Pizza, Fast Food",700,No,No,2,2.8,30
227,Domino's Pizza,Gurgaon,"Central Plaza Mall, Golf Course Road",77.1010066,28.4428671,"Pizza, Fast Food",700,No,No,2,3.4,104
230,Domino's Pizza,Gurgaon,Omaxe Gurgaon Mall,77.0431785,28.4113952,"Pizza, Fast Food",700,No,No,2,2.4,112
234,Nirula's,New Delhi,Vasant Kunj,77.1538018,28.531431,"Fast Food, North Indian, Desserts, Ice Cream",1100,No,Yes,3,3,145
249,Pizza Hut,New Delhi,Connaught Place,77.2228218,28.6322176,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.5,541
250,Pizza Hut,New Delhi,"Metro Walk Mall, Rohini",77.1136837,28.7241629,"Italian, Pizza, Fast Food",1000,No,No,3,2.8,83
252,Pizza Hut,New Delhi,"V3S Mall, Laxmi Nagar",77.286103,28.637001,"Italian, Pizza, Fast Food",1000,No,Yes,3,2.4,224
254,Pizza Hut,Gurgaon,Sushant Lok,77.0746189,28.4684058,"Italian, Pizza, Fast Food",1000,No,Yes,3,2.8,80
256,Pizza Hut,New Delhi,Saket,77.2076072,28.5233603,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.1,237
257,Pizza Hut,New Delhi,Netaji Subhash Place,77.1496398,28.6941379,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.3,211
259,Pizza Hut,New Delhi,Green Park,77.2020264,28.5563457,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.3,276
261,Pizza Hut,New Delhi,Janpath,77.2195131,28.62751063,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.4,116
262,Pizza Hut,New Delhi,"Basant Lok Market, Vasant Vihar",77.16408022,28.55750937,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.1,161
267,Pizza Hut Delivery,New Delhi,New Friends Colony,77.2688462,28.5613573,"Italian, Pizza, Fast Food",800,No,Yes,2,3.9,189
270,Isabella,Gurgaon,"Cyber Greens, DLF Cyber City",77.0928243,28.4937229,"North Indian, Mughlai, Chinese",700,No,Yes,2,2.8,191
278,Nooba,Gurgaon,DLF Cyber City,77.0875639,28.4942482,Chinese,1500,No,No,3,3.8,333
285,Not Just Paranthas,New Delhi,Greater Kailash (GK) 2,77.2426617,28.5323086,North Indian,1100,Yes,Yes,3,3.7,487
305,Sagar Ratna,New Delhi,Defence Colony,77.2303217,28.5733831,"South Indian, North Indian, Chinese",600,No,Yes,2,4,782
306,Sagar Ratna,New Delhi,Defence Colony,77.2304115,28.5731228,"North Indian, Chinese",600,No,Yes,2,3.7,308
308,Sagar Ratna,New Delhi,Vasant Kunj,77.155416,28.5251312,"South Indian, North Indian",600,No,Yes,2,2.8,133
309,Sagar Ratna,New Delhi,Ashok Vihar Phase 2,77.1779476,28.693362,"South Indian, North Indian, Chinese",600,No,Yes,2,2.7,278
320,Sagar Ratna,New Delhi,Connaught Place,77.220409,28.6356827,"South Indian, North Indian, Chinese",600,No,Yes,2,3.4,499
329,Viva Hyderabad,Gurgaon,Sector 14,77.0445955,28.4764122,"Biryani, North Indian",600,No,Yes,2,2.5,70
338,Sage,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801226,28.4805204,"Pizza, Italian",900,No,No,2,3.5,205
345,Colonel's Kababz,New Delhi,R K Puram,77.1738591,28.5724323,"North Indian, Mughlai",900,Yes,Yes,2,3.2,67
349,"34, Chowringhee Lane",New Delhi,"West End Mall, Janak Puri",77.080281,28.6299004,Fast Food,350,No,No,1,3.4,86
351,"34, Chowringhee Lane",New Delhi,Satyaniketan,77.1684675,28.5884054,Fast Food,350,No,No,1,3.5,345
355,New Kadimi,New Delhi,Janakpuri,77.0944197,28.6158468,"North Indian, South Indian, Chinese, Fast Food",600,No,Yes,2,2.5,162
357,Bemisaal,New Delhi,"District Centre, Janakpuri",77.0800517,28.6301104,"North Indian, Chinese",800,Yes,Yes,2,3.4,122
358,Halki Aanch,Gurgaon,"Shopping Mall, DLF Phase 1",77.0997223,28.4656305,"North Indian, Chinese",700,No,Yes,2,3.3,64
384,Domino's Pizza,Noida,Sector 18,77.3248877,28.5702822,"Pizza, Fast Food",700,No,No,2,3.6,547
385,Domino's Pizza,Noida,Sector 50,77.3621039,28.5699792,"Pizza, Fast Food",700,No,No,2,2.4,161
386,Domino's Pizza,Noida,"Supertech Shopprix Mall, Sector 61",77.3649083,28.5971137,"Pizza, Fast Food",700,No,No,2,2.4,98
387,Nirula's,Noida,Sector 2,77.3135127,28.5822486,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,Yes,Yes,3,2.5,221
390,Pizza Hut,Noida,"Spice World Mall, Sector 25",77.3413131,28.5864102,"Italian, Pizza, Fast Food",1000,No,No,3,3.4,144
393,Pizza Hut,Noida,"Supertech Shopprix Mall, Sector 61",77.36484054,28.5973425,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.3,113
394,Pizza Hut,Noida,"The Great India Place, Sector 38",77.3255133,28.5672492,"Italian, Pizza, Fast Food",1000,No,No,3,3.7,189
395,Pizza Hut Delivery,Noida,Sector 27,77.328325,28.5775482,"Italian, Pizza, Fast Food",800,No,Yes,2,2.3,62
396,McDonald's,Noida,Sector 18,77.32432779,28.56920863,Fast Food,500,No,Yes,2,3.9,403
399,McDonald's,Noida,Sector 16,77.3157052,28.5801391,"Fast Food, Burger",500,No,Yes,2,3.7,135
404,Yo! China,New Delhi,"V3S Mall, Laxmi Nagar",77.2860344,28.6367037,Chinese,900,Yes,Yes,2,2,191
409,Yo! China,Noida,"The Great India Place, Sector 38",77.3262504,28.5678221,Chinese,1300,No,Yes,3,2.6,334
410,Naivedyam,New Delhi,East Patel Nagar,77.1760203,28.6438411,South Indian,500,No,Yes,2,3.6,359
412,Naivedyam,New Delhi,Kalkaji,77.25427318,28.54195702,South Indian,500,No,Yes,2,3.8,495
420,Rajasthali,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4808348,"Gujarati, Rajasthani",750,Yes,No,2,2.9,501
422,Chor Bizarre - Hotel Broadway,New Delhi,"Hotel Broadway, Daryaganj",77.2378659,28.6410435,"North Indian, Kashmiri, Chinese, Thai, Korean",2000,Yes,No,4,3.9,295
427,Sagar Ratna,Noida,Sector 18,77.32221387,28.5721275,"South Indian, North Indian, Chinese",600,No,Yes,2,3.2,277
428,Sagar Ratna,Noida,"Supertech Shopprix Mall, Sector 61",77.3648332,28.5971027,"South Indian, North Indian, Chinese",600,No,Yes,2,2.3,155
429,Mezbaan's,Gurgaon,MG Road,77.0823932,28.4757777,"North Indian, Mughlai, Chinese",600,No,No,2,2.7,61
437,Saleem's Restaurant,New Delhi,Defence Colony,77.2382701,28.5777696,"North Indian, Mughlai, Chinese",600,No,Yes,2,3.2,53
439,Saleem's Takeaway,Noida,"Jaipuria Plaza, Sector 26, Noida",77.3347857,28.5759163,"North Indian, Mughlai, Chinese",600,No,No,2,2.6,44
443,The Tandoor,New Delhi,Green Park,77.2051706,28.5570041,"North Indian, Mughlai",600,No,Yes,2,3.4,121
447,Rasoi E Punjab,Noida,"Spice World Mall, Sector 25",77.3404494,28.5854737,North Indian,500,No,No,2,2.6,32
450,Swagath,Noida,Sector 18,77.32373536,28.5684245,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,3,3.6,415
451,Swagath,New Delhi,Defence Colony,77.230142,28.5735453,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,3,3.9,749
452,Swagath,New Delhi,Malviya Nagar,77.2116173,28.5364058,"North Indian, Chinese, Seafood, Chettinad",1500,Yes,No,3,3.5,168
457,Kamboj's,Noida,Sector 37,77.3402775,28.5661407,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.8,239
461,Karim's,Noida,Sector 18,77.32365757,28.56926546,"Mughlai, North Indian",1200,Yes,No,3,3.3,446
462,Karim's,New Delhi,Nizamuddin,77.2436513,28.59126791,"Mughlai, North Indian",800,Yes,Yes,2,3.7,360
463,Karim's,New Delhi,Jama Masjid,77.23363,28.6493933,"Mughlai, North Indian",800,No,No,2,4,4689
468,Karim's,New Delhi,Preet Vihar,77.2964641,28.6427202,"Mughlai, North Indian",700,No,Yes,2,2.5,84
472,Evergreen Sweet House,New Delhi,Green Park,77.2026428,28.5562101,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",450,No,No,1,3.5,1198
473,Madras Cafe,New Delhi,Green Park,77.2023408,28.5565998,South Indian,300,No,No,1,2.5,191
474,Moti Mahal Delux Tandoori Trail,New Delhi,"V3S Mall, Laxmi Nagar",77.2861107,28.6370362,"North Indian, Mughlai",1000,Yes,Yes,3,2.2,79
476,Moti Mahal Delux,New Delhi,Punjabi Bagh,77.13415582,28.67103528,"North Indian, Mughlai, Chinese",1200,Yes,Yes,3,2.5,70
481,Moti Mahal,New Delhi,Daryaganj,77.240201,28.6461938,"North Indian, Chinese",1100,Yes,No,3,3.6,711
482,Moti Mahal Delux,New Delhi,Janakpuri,77.0820473,28.6300262,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3,2.6,105
483,Moti Mahal Delux- Legendary Culinary,New Delhi,South Extension 2,77.2195433,28.5682336,"North Indian, Mughlai, Chinese",1500,Yes,Yes,3,3.6,177
486,Crazy Noodles,Noida,"The Great India Place, Sector 38",77.3264748,28.5678881,"Chinese, Thai",1100,Yes,Yes,3,3.6,507
490,Desi Vibes,Noida,Sector 18,77.32425638,28.5694916,"North Indian, Mughlai",1400,No,Yes,3,3.8,2019
491,Bikanervala,New Delhi,Lajpat Nagar 2,77.2390334,28.5710749,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,No,Yes,2,3.7,269
492,Bikanervala,New Delhi,Netaji Subhash Place,77.152022,28.6912959,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,No,Yes,2,3.4,89
495,Bikanervala,New Delhi,Punjabi Bagh,77.1215605,28.66660385,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",550,No,Yes,2,3.2,129
496,Bikanervala,Gurgaon,Sector 29,77.0635969,28.4686806,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",550,No,Yes,2,3.8,966
497,Bikanervala,New Delhi,Rajouri Garden,77.1227398,28.6485357,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,No,No,2,3.8,334
501,Barista,Noida,Sector 58,77.3576192,28.6045901,Cafe,650,No,No,2,3,7
506,Barista,New Delhi,"Select Citywalk Mall, Saket",77.21923247,28.52843667,Cafe,650,No,No,2,3.6,99
510,Barista,Noida,Sector 58,77.358741,28.6048659,Cafe,650,No,No,2,2.9,5
511,Barista,New Delhi,East Patel Nagar,77.1731083,28.6455589,Cafe,650,No,No,2,3.2,44
514,Barista,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0800708,28.4809987,Cafe,650,No,Yes,2,3.4,39
523,Barista,Noida,"Supertech Shopprix Mall, Sector 61",77.3648332,28.5971027,Cafe,650,No,No,2,2.5,23
525,Barista,New Delhi,Defence Colony,77.230142,28.5735453,Cafe,650,No,Yes,2,3.3,73
528,Barista,New Delhi,SDA,77.1966218,28.5465078,Cafe,650,No,Yes,2,3.6,104
533,Barista,New Delhi,Janakpuri,77.081247,28.6308738,Cafe,650,No,Yes,2,3.3,74
535,Barista,New Delhi,Vasant Vihar,77.16407988,28.55705291,Cafe,650,No,Yes,2,3.3,47
550,Haldiram's,Noida,"Spice World Mall, Sector 25",77.341214,28.5861409,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.6,301
552,Haldiram's,New Delhi,Chandni Chowk,77.2316689,28.6563106,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.9,444
553,Haldiram's,New Delhi,Lajpat Nagar 2,77.2384048,28.5650991,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.8,472
554,Haldiram's,Gurgaon,"Sahara Mall, MG Road",77.0868894,28.4797958,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.6,315
556,Kent's Fast Food,New Delhi,Defence Colony,77.2302318,28.5736434,"Burger, Fast Food",500,No,Yes,2,3.7,766
558,Kents Fast Food,New Delhi,Naraina,77.1381832,28.6327034,"North Indian, Chinese, Fast Food",900,No,No,2,2.8,12
566,Hong Kong Express,New Delhi,Defence Colony,77.238764,28.5783992,"Chinese, Thai",700,No,Yes,2,3.8,196
570,Moets Shack,New Delhi,Defence Colony,77.2304115,28.5732124,"Seafood, Continental, European",1800,Yes,Yes,3,3.7,601
572,Madhuban,New Delhi,PVR Anupam Complex,77.2070008,28.5229168,"North Indian, Mughlai, Chinese",850,Yes,No,2,3.1,151
573,4S Chinese Restaurant,New Delhi,Defence Colony,77.2304115,28.5731228,"Chinese, Thai",700,No,No,2,3.5,215
575,Deez Biryani & Kebabs,Gurgaon,DLF Phase 3,77.103659,28.4878161,"Biryani, North Indian, Mughlai",800,No,Yes,2,3.7,371
576,Deez Biryani & Kebabs,New Delhi,Defence Colony,77.2386742,28.5778529,"Biryani, North Indian, Mughlai",800,Yes,Yes,2,3.7,338
580,Chawnsan Chef,New Delhi,Defence Colony,77.2388538,28.5780492,"Mughlai, North Indian, Chinese",700,No,Yes,2,3.4,104
582,Govardhan,New Delhi,Adchini,77.1969242,28.5355234,"South Indian, North Indian, Chinese",500,No,Yes,2,3.4,238
584,Nathu's Sweets,New Delhi,Laxmi Nagar,77.2835016,28.634547,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",400,No,Yes,1,2.1,121
586,Nathu's Sweets,New Delhi,Sunder Nagar,77.2409086,28.60252,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,Yes,2,3.3,173
588,Nathu's Sweets,New Delhi,Barakhamba Road,77.2321162,28.6297135,"North Indian, South Indian, Street Food, Mithai",600,No,Yes,2,3.3,421
591,Nathu's Sweets,Noida,Sector 18,77.3242832,28.56889916,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,Yes,2,2.5,211
594,Cafe Coffee Day,Noida,Sector 18,77.32398044,28.56966474,Cafe,450,No,Yes,1,3.6,125
596,Cafe Coffee Day,New Delhi,Connaught Place,77.2198128,28.6329609,Cafe,450,No,Yes,1,3.4,277
598,Cafe Coffee Day,Gurgaon,Sector 31,77.0504568,28.4532365,Cafe,450,No,No,1,3.1,23
601,Cafe Coffee Day,New Delhi,Greater Kailash (GK) 3,77.236,28.53698056,Cafe,450,No,No,1,3.2,33
602,Cafe Coffee Day - The Lounge,New Delhi,"Community Centre, New Friends Colony",77.2690337,28.562628,Cafe,750,No,No,2,3.2,42
606,Cafe Coffee Day,Gurgaon,Sector 14,77.046327,28.4775051,Cafe,450,No,No,1,2.8,34
609,Cafe Coffee Day,New Delhi,Satyaniketan,77.1688269,28.5884398,Cafe,450,No,No,1,3.3,78
611,Cafe Coffee Day,Gurgaon,DLF Phase 3,77.09158514,28.49034965,Cafe,450,No,No,1,3.2,26
613,Cafe Coffee Day,New Delhi,Race Course,77.2058916,28.5990816,Cafe,450,No,No,1,2.9,9
619,Cafe Coffee Day - The Lounge,New Delhi,Janpath,77.22028926,28.62642941,Cafe,750,No,No,2,3.3,81
628,Cafe Coffee Day,New Delhi,Safdarjung,77.1960071,28.5589086,Cafe,450,No,No,1,2.4,28
631,Cafe Coffee Day,Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09359512,28.47548941,Cafe,450,No,No,1,2.6,27
637,Cafe Coffee Day,New Delhi,Nehru Place,77.2507978,28.549693,Cafe,450,No,Yes,1,3,38
640,Cafe Coffee Day,New Delhi,Kamla Nagar,77.2072484,28.6817513,Cafe,450,No,No,1,3.3,82
641,Cafe Coffee Day,New Delhi,Naraina,77.1367966,28.6287097,Cafe,450,No,No,1,2.6,23
650,Cafe Coffee Day,New Delhi,Malviya Nagar,77.2133292,28.5379729,Cafe,450,No,No,1,2.5,52
651,Cafe Coffee Day - The Lounge,New Delhi,Greater Kailash (GK) 1,77.2365188,28.5497703,Cafe,750,No,No,2,2.6,70
652,Cafe Coffee Day - The Lounge,New Delhi,Hauz Khas,77.2076874,28.5510835,Cafe,750,No,No,2,2.6,76
658,Cafe Coffee Day,New Delhi,Lodhi Colony,77.2265367,28.5849428,Cafe,450,No,No,1,2.3,52
673,Wimpy,New Delhi,Hauz Khas,77.2039227,28.5522405,"Fast Food, Burger",350,No,No,1,2.6,220
677,Chinese Hut,New Delhi,South Extension 2,77.2212499,28.5675895,Chinese,500,No,No,2,3.6,87
678,MB's,New Delhi,Defence Colony,77.2302318,28.5735538,"Continental, Chinese, North Indian",1600,Yes,No,3,3.1,128
680,Comesum,New Delhi,Nizamuddin,77.2530428,28.5896164,"Fast Food, North Indian, South Indian",350,No,No,1,2.2,251
681,Comesum,New Delhi,Chandni Chowk,77.2280206,28.6606804,"North Indian, Street Food, Chinese, South Indian",350,No,No,1,2.5,49
693,Baskin Robbins,New Delhi,Rajinder Nagar,77.1793562,28.638768,Ice Cream,300,No,No,1,3.3,32
702,Baskin Robbins,New Delhi,Greater Kailash (GK) 1,77.2368331,28.5484106,Ice Cream,300,No,Yes,1,3.6,56
703,August Moon,New Delhi,"JMD Kohinoor Mall, Greater Kailash",77.2385844,28.5366985,"Chinese, Thai",1250,Yes,Yes,3,2.8,142
705,Baskin Robbins,New Delhi,Defence Colony,77.2299624,28.574066,Ice Cream,300,No,No,1,3.7,55
709,Baskin Robbins,New Delhi,"Community Centre, New Friends Colony",77.2683524,28.5620725,Ice Cream,300,No,Yes,1,3.3,38
718,Americana Kitchen and Bar,Noida,"Centre Stage Mall, Sector 18",77.3228281,28.56834294,"American, Tex-Mex, Italian, Mexican, North Indian",2000,Yes,No,4,2.4,221
730,Moets Curry Leaf,New Delhi,Defence Colony,77.2304115,28.5732124,"North Indian, Mughlai, Kashmiri",1500,Yes,Yes,3,3.5,208
731,The Kathis,New Delhi,PVR Anupam Complex,77.2070571,28.5234779,"Fast Food, North Indian",300,No,Yes,1,2.4,109
732,The Kathis,New Delhi,Greater Kailash (GK) 1,77.2362493,28.5493861,Fast Food,300,No,Yes,1,3,67
736,Tibb's Frankie,New Delhi,Defence Colony,77.2298726,28.5739678,Fast Food,300,No,No,1,3.2,28
743,Daitchi,New Delhi,South Extension 2,77.2199924,28.5680075,"Chinese, Japanese",1100,No,No,3,3.5,273
756,Duggal's Rasoi,New Delhi,Defence Colony,77.2384946,28.5780151,"North Indian, Mughlai",600,No,No,2,3.4,35
758,Arabian Nites,New Delhi,"Basant Lok Market, Vasant Vihar",77.16421165,28.55731442,Lebanese,450,No,Yes,1,3.5,239
760,Moets Stone,New Delhi,Defence Colony,77.2304115,28.5732124,Italian,2000,Yes,Yes,4,3.8,354
763,Aka Saka,New Delhi,Defence Colony,77.2304115,28.5730331,"Chinese, Japanese",1200,Yes,No,3,3.3,176
769,Adyar Ananda Bhavan,New Delhi,Green Park,77.2025317,28.5572354,"South Indian, North Indian, Street Food, Chinese, Mithai",500,No,Yes,2,3.5,368
771,Krips Restaurant,New Delhi,"Basant Lok Market, Vasant Vihar",77.16388777,28.55720016,"North Indian, Chinese",1000,Yes,Yes,3,3.5,193
773,Slice of Italy,New Delhi,Shahpur Jat,77.2159503,28.5495159,"Italian, Pizza, Bakery",700,Yes,Yes,2,2.6,274
775,Slice of Italy,New Delhi,Vasant Vihar,77.17082061,28.55888991,"Italian, Pizza, Bakery",700,No,Yes,2,2.8,299
776,Slice of Italy,New Delhi,Lodhi Colony,77.2269022,28.5823705,"Italian, Pizza, Bakery",700,Yes,Yes,2,3.3,171
782,Little Punjab,New Delhi,SDA,77.1969056,28.5468937,North Indian,200,No,No,1,3.7,85
